appearance_id,book_id,book_slug,title,authors,publication_year,award_id,award_program,award_category,award_year,status,original_status,is_tie,primary_subject,publisher,imprint,isbn13,source_url,source_confidence
appearance-the-book-of-talbot-violet-clifton-james-tait-black-prizes-biography-1933-winner,book-the-book-of-talbot-violet-clifton,the-book-of-talbot-violet-clifton,The Book Of Talbot,Violet Clifton,,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,1933,winner,winner,false,Biography,,,,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-spring-summer-fall-winter-set-oliver-p-medsger-john-burroughs-medal-1933-winner,book-spring-summer-fall-winter-set-oliver-p-medsger,spring-summer-fall-winter-set-oliver-p-medsger,"Spring, Summer, Fall, Winter (set)",Oliver P. Medsger,,award-john-burroughs-medal,John Burroughs Medal,John Burroughs Medal,1933,winner,winner,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/John_Burroughs_Medal,secondary
appearance-grover-cleveland-a-study-in-courage-allan-nevins-pulitzer-prize-in-biography-or-autobiography-1933-finalist,book-grover-cleveland-a-study-in-courage-allan-nevins,grover-cleveland-a-study-in-courage-allan-nevins,Grover Cleveland: A Study in Courage,Allan Nevins,,award-pulitzer-prize-in-biography-or-autobiography,Pulitzer Prize,Biography or Autobiography,1933,finalist,finalist,false,Biography,"Dodd, Mead & Company","Dodd, Mead & Company",,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_Biography,secondary
appearance-the-significance-of-sections-in-american-history-frederick-jackson-turner-pulitzer-prize-in-history-1933-finalist,book-the-significance-of-sections-in-american-history-frederick-jackson-turner,the-significance-of-sections-in-american-history-frederick-jackson-turner,The Significance of Sections in American History,Frederick Jackson Turner,,award-pulitzer-prize-in-history,Pulitzer Prize,History,1933,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History,secondary
appearance-great-britain-and-the-german-trade-rivalry-1875-1914-ross-hoffman-american-historical-association-book-prizes-aha-prize-in-european-international-history-1934-winner,book-great-britain-and-the-german-trade-rivalry-1875-1914-ross-hoffman,great-britain-and-the-german-trade-rivalry-1875-1914-ross-hoffman,"Great Britain and the German Trade Rivalry, 1875-1914",Ross Hoffman,1933,award-american-historical-association-book-prizes-aha-prize-in-european-international-history,American Historical Association Book Prizes,AHA Prize in European International History,1934,winner,winner,false,History,University of Pennsylvania Press,University of Pennsylvania Press,9781512809664,https://www.historians.org/award-grant/aha-prize-in-european-international-history/,official
appearance-queen-elizabeth-j-e-neale-james-tait-black-prizes-biography-1934-winner,book-queen-elizabeth-j-e-neale,queen-elizabeth-j-e-neale,Queen Elizabeth,J. E. Neale,,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,1934,winner,winner,false,Biography,,,,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-wild-pasture-pine-w-w-christman-john-burroughs-medal-1934-winner,book-wild-pasture-pine-w-w-christman,wild-pasture-pine-w-w-christman,Wild Pasture Pine,W.W. Christman,,award-john-burroughs-medal,John Burroughs Medal,John Burroughs Medal,1934,winner,winner,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/John_Burroughs_Medal,secondary
appearance-john-hay-tyler-dennett-pulitzer-prize-in-biography-or-autobiography-1934-finalist,book-john-hay-tyler-dennett,john-hay-tyler-dennett,John Hay,Tyler Dennett,1933,award-pulitzer-prize-in-biography-or-autobiography,Pulitzer Prize,Biography or Autobiography,1934,finalist,finalist,false,Biography,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_Biography,secondary
appearance-the-people-s-choice-herbert-agar-pulitzer-prize-in-history-1934-finalist,book-the-people-s-choice-herbert-agar,the-people-s-choice-herbert-agar,The People's Choice,Herbert Agar,,award-pulitzer-prize-in-history,Pulitzer Prize,History,1934,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History,secondary
appearance-thomas-more-r-w-chambers-james-tait-black-prizes-biography-1935-winner,book-thomas-more-r-w-chambers,thomas-more-r-w-chambers,Thomas More,R. W. Chambers,1935,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,1935,winner,winner,false,Biography,,,9780224012256,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-north-to-the-orient-anne-morrow-lindbergh-national-book-award-for-nonfiction-1935-winner,book-north-to-the-orient-anne-morrow-lindbergh,north-to-the-orient-anne-morrow-lindbergh,North to the Orient,Anne Morrow Lindbergh,1935,award-national-book-award-for-nonfiction,National Book Awards,Nonfiction,1935,winner,winner,false,Travel & Place,"Harcourt, Brace and Company","Harcourt, Brace and Company",,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-personal-history-vincent-sheean-national-book-award-for-nonfiction-1935-finalist,book-personal-history-vincent-sheean,personal-history-vincent-sheean,Personal History,Vincent Sheean,1935,award-national-book-award-for-nonfiction,National Book Awards,Nonfiction,1935,finalist,finalist,false,Memoir & Autobiography,,,9780806510040,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-r-e-lee-douglas-s-freeman-pulitzer-prize-in-biography-or-autobiography-1935-finalist,book-r-e-lee-douglas-s-freeman,r-e-lee-douglas-s-freeman,R. E. Lee,Douglas S. Freeman,,award-pulitzer-prize-in-biography-or-autobiography,Pulitzer Prize,Biography or Autobiography,1935,finalist,finalist,false,Biography,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_Biography,secondary
appearance-the-colonial-period-of-american-history-charles-mclean-andrews-pulitzer-prize-in-history-1935-finalist,book-the-colonial-period-of-american-history-charles-mclean-andrews,the-colonial-period-of-american-history-charles-mclean-andrews,The Colonial Period of American History,Charles McLean Andrews,1934,award-pulitzer-prize-in-history,Pulitzer Prize,History,1935,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History,secondary
appearance-negro-politicians-harold-f-gosnell-anisfield-wolf-book-awards-nonfiction-1936-winner,book-negro-politicians-harold-f-gosnell,negro-politicians-harold-f-gosnell,Negro Politicians,Harold F. Gosnell,,award-anisfield-wolf-book-awards-nonfiction,Anisfield-Wolf Book Awards,Nonfiction,1936,winner,winner,false,Politics & Government,,,,https://www.anisfield-wolf.org/winners/,official
appearance-tbr-newspaper-pieces-thomas-beattie-roberton-governor-general-s-literary-awards-english-language-non-fiction-1936-winner,book-tbr-newspaper-pieces-thomas-beattie-roberton,tbr-newspaper-pieces-thomas-beattie-roberton,TBR: Newspaper Pieces,Thomas Beattie Roberton,,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,1936,winner,winner,false,Journalism & Reportage,,,,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-a-flame-in-sunlight-the-life-and-work-of-thomas-de-quincey-edward-sackville-west-james-tait-black-prizes-biography-1936-winner,book-a-flame-in-sunlight-the-life-and-work-of-thomas-de-quincey-edward-sackville-west,a-flame-in-sunlight-the-life-and-work-of-thomas-de-quincey-edward-sackville-west,A Flame In Sunlight: The Life And Work Of Thomas de Quincey,Edward Sackville West,,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,1936,winner,winner,false,Biography,,,,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-recordings-of-bird-calls-charles-crawford-gorst-john-burroughs-medal-1936-winner,book-recordings-of-bird-calls-charles-crawford-gorst,recordings-of-bird-calls-charles-crawford-gorst,Recordings of Bird Calls,Charles Crawford Gorst,,award-john-burroughs-medal,John Burroughs Medal,John Burroughs Medal,1936,winner,winner,false,Arts & Criticism,,,,https://en.wikipedia.org/wiki/John_Burroughs_Medal,secondary
appearance-the-country-kitchen-della-t-lutes-national-book-award-for-most-original-book-1936-winner,book-the-country-kitchen-della-t-lutes,the-country-kitchen-della-t-lutes,The Country Kitchen,Della T. Lutes,1936,award-national-book-award-for-most-original-book,National Book Awards,Most Original Book,1936,winner,winner,false,Society & Culture,Hachette Book Group,"Little, Brown",9780781282543,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-the-flowering-of-new-england-1815-1865-van-wyck-brooks-national-book-award-for-nonfiction-1936-winner,book-the-flowering-of-new-england-1815-1865-van-wyck-brooks,the-flowering-of-new-england-1815-1865-van-wyck-brooks,The Flowering of New England: 1815–1865,Van Wyck Brooks,1936,award-national-book-award-for-nonfiction,National Book Awards,Nonfiction,1936,winner,winner,false,American History,,,9781178676129,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-the-thought-and-character-of-william-james-ralph-barton-perry-pulitzer-prize-in-biography-or-autobiography-1936-finalist,book-the-thought-and-character-of-william-james-ralph-barton-perry,the-thought-and-character-of-william-james-ralph-barton-perry,The Thought and Character of William James,Ralph Barton Perry,1936,award-pulitzer-prize-in-biography-or-autobiography,Pulitzer Prize,Biography or Autobiography,1936,finalist,finalist,false,Biography,Greenwood Publishing Group,Greenwood Press,9780837175201,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_Biography,secondary
appearance-a-constitutional-history-of-the-united-states-andrew-c-mclaughlin-pulitzer-prize-in-history-1936-finalist,book-a-constitutional-history-of-the-united-states-andrew-c-mclaughlin,a-constitutional-history-of-the-united-states-andrew-c-mclaughlin,A Constitutional History of the United States,Andrew C. McLaughlin,,award-pulitzer-prize-in-history,Pulitzer Prize,History,1936,finalist,finalist,false,American History,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History,secondary
appearance-the-career-of-theophile-delcasse-charles-porter-american-historical-association-book-prizes-aha-prize-in-european-international-history-1937-winner,book-the-career-of-theophile-delcasse-charles-porter,the-career-of-theophile-delcasse-charles-porter,The Career of Théophile Delcassé,Charles Porter,,award-american-historical-association-book-prizes-aha-prize-in-european-international-history,American Historical Association Book Prizes,AHA Prize in European International History,1937,winner,winner,false,World History,University of Pennsylvania Press,University of Pennsylvania Press,9781512805857,https://www.historians.org/award-grant/aha-prize-in-european-international-history/,official
appearance-we-europeans-julian-huxley-anisfield-wolf-book-awards-nonfiction-1937-winner,book-we-europeans-julian-huxley,we-europeans-julian-huxley,We Europeans,Julian Huxley,,award-anisfield-wolf-book-awards-nonfiction,Anisfield-Wolf Book Awards,Nonfiction,1937,winner,winner,false,Arts & Criticism,,,,https://www.anisfield-wolf.org/winners/,official
appearance-my-discovery-of-the-west-stephen-leacock-governor-general-s-literary-awards-english-language-non-fiction-1937-winner,book-my-discovery-of-the-west-stephen-leacock,my-discovery-of-the-west-stephen-leacock,My Discovery of the West,Stephen Leacock,,award-governor-general-s-literary-awards-english-language-non-fiction,Governor General's Literary Awards,English-language Non-fiction,1937,winner,winner,false,Travel & Place,,,,https://en.wikipedia.org/wiki/Governor_General%27s_Award_for_English-language_non-fiction,secondary
appearance-john-knox-lord-eustace-percy-james-tait-black-prizes-biography-1937-winner,book-john-knox-lord-eustace-percy,john-knox-lord-eustace-percy,John Knox,Lord Eustace Percy,,award-james-tait-black-prizes-biography,James Tait Black Prizes,Biography,1937,winner,winner,false,Memoir & Autobiography,,,9780718841553,https://james-tait-black.ed.ac.uk/winners/biography,official
appearance-four-hundred-million-customers-the-experiences-some-happy-some-sad-of-an-american-living-in-chin-national-book-award-for-most-original-book-1937-winner,book-four-hundred-million-customers-the-experiences-some-happy-some-sad-of-an-american-living-in-chin,four-hundred-million-customers-the-experiences-some-happy-some-sad-of-an-american-living-in-chin,"Four Hundred Million Customers: The Experiences—Some Happy, Some Sad, of an American Living in China, and What They Taught Him",Carl Crow,,award-national-book-award-for-most-original-book,National Book Awards,Most Original Book,1937,winner,winner,false,Society & Culture,,,9781788690010,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-madame-curie-eve-curie-national-book-award-for-nonfiction-1937-winner,book-madame-curie-eve-curie,madame-curie-eve-curie,Madame Curie,Ève Curie,,award-national-book-award-for-nonfiction,National Book Awards,Nonfiction,1937,winner,winner,false,Biography,,,,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-the-importance-of-living-lin-yutang-national-book-award-for-nonfiction-1937-finalist,book-the-importance-of-living-lin-yutang,the-importance-of-living-lin-yutang,The Importance of Living,Lin Yutang,1937,award-national-book-award-for-nonfiction,National Book Awards,Nonfiction,1937,finalist,finalist,false,Society & Culture,,,9789576457128,https://en.wikipedia.org/wiki/National_Book_Award_for_Nonfiction,secondary
appearance-hamilton-fish-allan-nevins-pulitzer-prize-in-biography-or-autobiography-1937-finalist,book-hamilton-fish-allan-nevins,hamilton-fish-allan-nevins,Hamilton Fish,Allan Nevins,1936,award-pulitzer-prize-in-biography-or-autobiography,Pulitzer Prize,Biography or Autobiography,1937,finalist,finalist,false,Biography,,,,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_Biography,secondary
appearance-the-flowering-of-new-england-1815-1865-van-wyck-brooks-pulitzer-prize-in-history-1937-finalist,book-the-flowering-of-new-england-1815-1865-van-wyck-brooks,the-flowering-of-new-england-1815-1865-van-wyck-brooks,The Flowering of New England: 1815–1865,Van Wyck Brooks,1936,award-pulitzer-prize-in-history,Pulitzer Prize,History,1937,finalist,finalist,false,American History,,,9781178676129,https://en.wikipedia.org/wiki/Pulitzer_Prize_for_History,secondary
